Date,Bitcoin,Gold,S&P 500,Nasdaq
2022/5/9 0:00,-0.117054963,-0.015519812,-0.03256152,-0.043882177
2022/5/10 0:00,0.023678692,-0.008536331,0.002454882,0.009795919
2022/5/11 0:00,-0.069627064,0.007571265,-0.016600232,-0.032331718
2022/5/12 0:00,0.003842316,-0.016535969,-0.001296805,0.00059113
2022/5/13 0:00,0.008069583,-0.005816885,0.023589268,0.037460437
2022/5/16 0:00,-0.047163939,0.006975614,-0.003954209,-0.012119735
2022/5/17 0:00,0.018675311,-0.005012542,0.01996892,0.027212343
2022/5/18 0:00,-0.057689623,0.000499875,-0.041233809,-0.048411549
2022/5/19 0:00,0.054017473,0.014297305,-0.005850865,-0.002600155
2022/5/20 0:00,-0.03742661,0.002197584,0.000146131,-0.002979354
2022/5/23 0:00,-0.04122961,0.004091618,0.018384995,0.015784538
2022/5/24 0:00,0.018949782,0.006776984,-0.008153951,-0.023757491
2022/5/25 0:00,-0.003148528,-0.007024615,0.009406386,0.015004344
2022/5/26 0:00,-0.0100337,-0.001501126,0.019688166,0.026401102
2022/5/27 0:00,-0.022097889,0.001498876,0.02444113,0.032717654
2022/5/30 0:00,0.074592228,0.001898197,0,0
2022/5/31 0:00,0.002075607,-0.010353412,-0.006294135,-0.004108643
2022/6/1 0:00,-0.064746931,0.004589452,-0.007510905,-0.00722135
2022/6/2 0:00,0.022182634,0.01212618,0.018263225,0.026527462
2022/6/3 0:00,-0.02536529,-0.009343515,-0.016482406,-0.025005375
2022/6/6 0:00,0.047792171,-0.005314095,0.003132489,0.004040833
2022/6/7 0:00,-0.006883335,0.005982072,0.009478332,0.009395805
2022/6/8 0:00,-0.030672947,0.000699755,-0.010852623,-0.00733354
2022/6/9 0:00,-0.00339346,-0.003004509,-0.024086458,-0.027856843
2022/6/10 0:00,-0.034742219,0.012521281,-0.029542415,-0.035875195
2022/6/13 0:00,-0.174052552,-0.028296599,-0.039539932,-0.047937578
2022/6/14 0:00,-0.012556417,-0.005917474,-0.003780818,0.001767217
2022/6/15 0:00,0.016349175,0.013902905,0.014487059,0.024700905
2022/6/16 0:00,-0.102112401,0.012620031,-0.033052207,-0.041674973
2022/6/17 0:00,0.004397811,-0.009343515,0.002198447,0.014199717
